5.2,"Cellular and gene therapies
Main inclusion criteria
Discovery and development of cellular, tissue and gene therapies including:

gene therapy, stem cells therapy, in vitro fertilisation and tissue engineering
Fecal microbiota transplantation (FMT)
development of delivery systems
development of culture systems
testing in in vitro and in vivo model systems
 

Advice on research activities
This code is suitable for studies involving in vivo stem cell research particularly tissue regeneration or repair of damaged tissue and generation of stem cell lines.

Cell therapy studies involve a transplantation process but they should not be coded as 5.4 Surgery too. An exception to this is surgical transplantation of bone marrow stem cells for cancer treatment, which is considered a similar process to organ transplantation, and should therefore be coded as 5.4 Surgery.

Excludes basic developmental biology of stem cell fate which should be coded as 1.1 Biological."
5.3,"Medical devices
Main inclusion criteria
Discovery and development of medical devices including:

implantable devices, mobility aids, dressings, medical equipment and prostheses
biological safety assessments and investigation of adverse events
sterilisation and decontamination of equipment or surfaces
testing in in vitro and in vivo model systems"
5.4,"Surgery
Main inclusion criteria
Development of surgical, obstetric and dental interventions including:

histocompatability, transfusions, transplantations including xenograft studies and bone marrow transplants
mechanisms of recovery, tolerance, rejection and side effects including infection
testing in in vitro and in vivo model systems

Advice on research activities
Includes obstetrics and dental research and tissue grafts, whole organ or bone marrow transplants.

Includes all aspects of research related to development of surgery and surgical procedures.

Includes studies on understanding transplant tolerance and rejection.

Includes invasive mechanical procedures.

Excludes cell grafts, cell transplants and cell therapies which will involve transplantation but should only be coded as 5.2 Cellular and gene therapies."
5.5,"Radiotherapy and other non-invasive therapies
Main inclusion criteria
Discovery and development of interventions including:

radiobiology, radiotherapy, radioimmunotherapy, radiosensitisers, microwaves, ultrasound, laser and phototherapy
development of delivery systems
investigation of mechanisms of action and side effects
testing in in vitro and in vivo model systems"
5.6,"Psychological and behavioural
Main inclusion criteria
Development of psychological and behavioural interventions including

cognitive behavioural therapy, electro-convulsive therapy, counselling, therapy and social interventions
testing in model systems

Advice on research activities
It is difficult to develop behavioural and psychological interventions without involvement of human participants.

Use 5.6 Psychological and Behavioural for studies involving the development and testing of new behavioural therapies and psychological interventions in pre-clinical and model settings.

Examples include preliminary qualitative work (e.g. literature reviews, discussions with patients and practitioners) development of the techniques/technologies to be used in the therapy (e.g. questionnaires, computer programmes). Testing may involve human participants and still considered 5 Treatment Development if few in number, involve volunteers (not patients), and/or are clearly identified as preceding formal pilot studies and clinical trials.

Use 6.6 Psychological and Behavioural for studies involving human participants in direct clinical applications.

These will typically involve both pilot studies on small numbers of patients to assess viability of new treatments, and larger phase I-IV clinical trials which formally evaluate new or modified treatments against existing procedures."
5.7,"Physical
Main inclusion criteria
Development of physical interventions including:

physical therapies, physiotherapy, occupational therapy, speech therapy, dietetics, exercise and osteopathy
mechanisms of action
testing in model systems
 
Advice on research activities
Excludes studies of nutritional supplements which should be coded as 5.1 Pharmaceuticals."
5.8,"Complementary
Main inclusion criteria
Discovery and development of complementary approaches to conventional medical therapies including:

hypnotherapy, meditation, massage, acupuncture and homeopathy
mechanisms of action
testing in model systems"
5.9,"Resources and infrastructure (treatment development)
Main inclusion criteria
development and/or distribution of resources for general use by the research community including equipment, cell lines, tissue and DNA banks
infrastructure support for networks, consortia and centres"
6.1,"Pharmaceuticals
Main inclusion criteria
Clinical application and evaluation of pharmaceutical small molecules, therapeutic vaccines, antibodies and hormones in humans including:

small scale settings and pilot studies
phase I, II, III and IV trials
assessing sensitivity, efficacy, specificity, relapse, survival, therapeutic value, pharmacokinetics, reproducibility and safety
studies monitoring response, outcome, drug resistance and side effects

Advice on research activities
Includes studies of nutritional supplements used as treatments for disease.

Excludes studies focused on the potentially chemopreventative / health protective effects of specific nutrients, probiotics and nutritional supplements, which should be coded 3.3 Nutritional Prevention."
6.2,"Cellular and gene therapies
Main inclusion criteria
Clinical application and evaluation of cellular, tissue and gene therapies in humans including:

small scale and pilot studies
phase I, II, III and IV trials
gene therapy, stem cell therapy, in vitro fertilisation, tissue engineering
evaluation of applied delivery systems
 
Advice on research activities
This code is suitable for studies involving stem cell therapies, particularly tissue regeneration or repair of damaged tissue, in clinical and applied settings.

Cell therapy can often involve a transplantation process but they should not be coded as 6.4 Surgery too. An exception to this is surgical transplantation of bone marrow stem cells for cancer treatment, which is considered a similar process to organ transplantation, and should therefore be coded as 6.4 Surgery.

Excludes basic developmental biology of stem cell fate which should be coded as 1.1 Biological."
6.3,"Medical devices
Main inclusion criteria
Application and evaluation of medical devices in humans in a clinical, community or applied setting including

implantable devices, mobility aids, dressings, medical equipment and prostheses
validation of design and post market surveillance"
6.4,"Surgery
Main inclusion criteria
Clinical and applied application and evaluation of surgical, obstetric and dental interventions in humans including:

small scale and pilot studies
phase I, II, III and IV trials
procedures including organ and bone marrow transplantation, tissue grafts and transfusions
monitoring outcomes, side effects and rejection

Advice on research activities
Includes invasive mechanical procedures."
6.5,"Radiotherapy and other non-invasive therapies
Main inclusion criteria
Clinical application and evaluation of interventions in humans including:

small scale and pilot studies
phase I, II, III and IV trials
radiotherapy, radioimmunotherapy and radiosensitisers, microwaves, ultrasound, laser and phototherapy
monitoring side effects

Advice on research activities
In addition to radiotherapy includes electromagnetic therapies and phototherapies."
6.6,"Psychological and behavioural
Main inclusion criteria
Application and evaluation of psychological and behavioural interventions in humans in clinical, community and applied settings including:

phase I, II, III and IV trials
cognitive behavioural therapy, electro-convulsive therapy, counselling, therapy and social interventions

Advice on research activities
It is difficult to develop behavioural and psychological interventions without involvement of human participants.

Use 5.6 Psychological and Behavioural for studies involving the development and testing of new behavioural therapies and psychological interventions in pre-clinical and model settings.

Examples include preliminary qualitative work (e.g. literature reviews, discussions with patients and practitioners) development of the techniques/technologies to be used in the therapy (e.g. questionnaires, computer programmes). Testing may involve human participants and still considered treatment development if few in number, involve volunteers (not patients), and/or are clearly identified as preceding formal pilot studies and clinical trials.

Use 6.6 Psychological and Behavioural for studies involving human participants in direct clinical applications.

These will typically involve both pilot studies on small numbers of patients to assess viability of new treatments, and larger phase I-IV clinical trials which formally evaluate new or modified treatments against existing procedures."
6.7,"Physical
Main inclusion criteria
Testing and evaluation of physical interventions in humans in a clinical, community or applied setting including:

physical therapies, physiotherapy, occupational therapy, speech therapy, dietetics, osteopathy and exercise

Advice on research activities
Includes physical therapies such as temperature and increased oxygen levels.

Excludes studies of nutritional supplements which should be coded as 6.1 Pharmaceuticals."
6.8,"Complementary
Main inclusion criteria
All aspects of testing, evaluation and provision of complementary approaches to conventional medicine in humans in a clinical, community or applied setting including:

hypnotherapy, massage, acupuncture and homeopathy
issues relating to health and social services and health care delivery
attitudes and beliefs of patients and health care professionals"
6.9,"Resources and infrastructure (treatment evaluation)
Main inclusion criteria
provision and distribution of resources related to clinical and applied therapeutic interventions
infrastructure support for clinical and applied research networks and trials, consortia and centres"
7.1,"Individual care needs
Main inclusion criteria
Studies of patients and service user care needs including:

quality of life, management of acute and chronic symptoms, management of side effects, rehabilitation, long term morbidity and reproductive issues
psychological impact of illness
social and economic consequences of ill health
behaviour affecting disease management including secondary prevention, compliance to treatment and attitudes and beliefs relating to seeking treatment
assessment of social care and health services needs
educational or communication interventions to promote self-care or improve health care by carers
impact on carers

Advice on research activities
Includes research into or promoting management of diseases or conditions by service users such as user education and communication research.

Excludes services users experiences of health services which should be coded as 8.1 Organisation and delivery of services.

Do not use to code for the quality of life component of a therapeutic trial – code for the therapeutic investigation only."
7.2,"End of life care
Main inclusion criteria
Studies involving all issues related to palliative care and end of life care including:

assessment of patient, service user and carer needs
provision and evaluation of palliative and end of life care services
quality of life for patients and carers
evaluation of interventions for health and social care professionals
social, economic and policy issues
pain management for terminally ill people
bereavement"
7.3,"Management and decision making
Main inclusion criteria
Studies into all aspects of the management of diseases, ill health and conditions by health and social care professionals, including:

attitudes, beliefs and behaviours of health and social care professionals
investigation of decision making including factors influencing diagnosis, treatment, referral and management strategies
educational interventions and communication practices
development of guidelines, interventions or models to assist decision making and management, including identifying symptoms, predicting outcomes and identifying individuals at risk
testing and evaluating management regimes and strategies
 
Advice on research activities
Includes research about and relating to health care professionals as individuals.

Includes development of models to aid health care management decision making.

Includes studies about the decision making process in diagnosis and prognosis, as opposed to evaluating the diagnostic or prognostic techniques (which would fall into 4 Detection and Diagnosis)."
7.4,"Resources and infrastructure (disease management)
Main inclusion criteria
development and/or distribution of resources and equipment for use by the community including informatics systems
infrastructure support for trials, networks, consortia and centres"
8.1,"Organisation and delivery of services
Main inclusion criteria
Examining the organisation and provision of health and social care services and evaluating factors affecting the quality of care, including:

workforce and career issues
organisation and management of services
access to health and social care and geographical variations in outcomes
effectiveness of different care settings and models of service delivery
evaluating quality of care including patient safety issues
evaluation of experiences of service users
assessment of current and future health care demands
development and evaluation of interventions to improve services
 
Advice on research activities
Includes all aspects of the delivery of health care.

Also includes the evaluation of the impact of non-specified or multiple treatments on a particular condition e.g. evaluation of health interventions on the prevalence of cardiovascular disease.

Includes service users’ experiences of health services."
8.2,"Health and welfare economics
Main inclusion criteria
Economic evaluation of health and social care interventions and delivery, including:

cost-benefit analysis of services including economic modelling
cost effectiveness or economic feasibility of implementing new interventions or technologies within health services
economic assessment of service productivity and outcomes
health care costs
development and evaluation of economic models of health care
 
Advice on research activities
Includes research with a main aim of investigating health and welfare economics.

Excludes clinical trials and health technology assessments with a mandatory economic evaluation component. In these cases, code for the therapeutic investigation only."
8.3,"Policy, ethics and research governance
Main inclusion criteria
evaluation of local, regional and national healthcare policy
impact of legislation
synthesis and evaluation of evidence to inform policy
dissemination and implementation of research evidence
research ethics including use of personal data and biological material, consent and confidentiality
research governance and regulation processes including interpretation of guidelines
issues surrounding research subjects and donor recruitment

Advice on research activities
Includes research relating to ethics and research governance and health care policy research related to provision of health services."
8.4,"Research design and methodologies (health services)
Main inclusion criteria
Development of research designs and novel methodologies for health care including treatment, management and health services research, including:

analytical innovation, methodological research, statistical methods and modelling
development of research measurements including outcome measures
development of methods of research assessment and evaluation
development and evaluation of research designs and methodologies
 

Advice on research activities
Includes development of novel methodologies and research designs and measurements in treatment, management and health services research.

Excludes research applying bioinformatics or using pre-existing methods.

Excludes development of epidemiological methods and measures which should be coded as 2.5 Aetiology design.

Excludes development of models to aid health care management decision making which should be coded as 7.3 Management and decision making.

Excludes economic models which should be coded as 8.2 Health and welfare economics."
8.5,"Resources and infrastructure (health services)
Main inclusion criteria
development and distribution of resources for use by the community including informatics systems
infrastructure support for networks, trials, consortia and centres"
